" 파라미터","구분","제조사","대표차명","모델명","연식"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2022"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2022"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2021"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2021"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2020"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2020"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2006"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2006"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2003"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2003"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C005"", ""menuPrye"": ""2002"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토","2002"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C006"", ""menuPrye"": ""2012"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토R","2012"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C006"", ""menuPrye"": ""2011"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토R","2011"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C006"", ""menuPrye"": ""2010"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토R","2010"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C006"", ""menuPrye"": ""2009"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토R","2009"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C007"", ""menuPrye"": ""2021"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토하이브리드","2021"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B016"", ""menuModel"": ""C007"", ""menuPrye"": ""2020"", ""searchStr"": """"}","국산","기아","쏘렌토","쏘렌토하이브리드","2020"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2019"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2019"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2018"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2018"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2017"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2017"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2016"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2016"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2015"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2015"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2014"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2014"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C001"", ""menuPrye"": ""2013"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울","2013"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C002"", ""menuPrye"": ""2017"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울EV","2017"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C002"", ""menuPrye"": ""2016"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울EV","2016"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C002"", ""menuPrye"": ""2014"", ""searchStr"": """"}","국산","기아","쏘울","뉴쏘울EV","2014"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2021"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2021"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2020"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2020"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2019"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2019"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2013"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2013"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2012"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2012"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2011"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2011"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2010"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2010"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2009"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2009"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C003"", ""menuPrye"": ""2008"", ""searchStr"": """"}","국산","기아","쏘울","쏘울","2008"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2021"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2021"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2020"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2020"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2019"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2019"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2018"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2018"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2017"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2017"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2016"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2016"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2015"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2015"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B017"", ""menuModel"": ""C004"", ""menuPrye"": ""2014"", ""searchStr"": """"}","국산","기아","쏘울","쏘울EV","2014"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B018"", ""menuModel"": ""C001"", ""menuPrye"": ""2006"", ""searchStr"": """"}","국산","기아","아만티","아만티","2006"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B018"", ""menuModel"": ""C001"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","아만티","아만티","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B018"", ""menuModel"": ""C001"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","아만티","아만티","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B018"", ""menuModel"": ""C001"", ""menuPrye"": ""2003"", ""searchStr"": """"}","국산","기아","아만티","아만티","2003"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B029"", ""menuModel"": ""C001"", ""menuPrye"": ""2000"", ""searchStr"": """"}","국산","기아","아벨라","아벨라","2000"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B029"", ""menuModel"": ""C002"", ""menuPrye"": ""2000"", ""searchStr"": """"}","국산","기아","아벨라","아벨라델타","2000"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B019"", ""menuModel"": ""C001"", ""menuPrye"": ""2006"", ""searchStr"": """"}","국산","기아","엑스트랙","엑스트랙","2006"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B019"", ""menuModel"": ""C001"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","엑스트랙","엑스트랙","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B019"", ""menuModel"": ""C001"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","엑스트랙","엑스트랙","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B019"", ""menuModel"": ""C001"", ""menuPrye"": ""2003"", ""searchStr"": """"}","국산","기아","엑스트랙","엑스트랙","2003"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B030"", ""menuModel"": ""C001"", ""menuPrye"": ""2002"", ""searchStr"": """"}","국산","기아","엔터프라이즈","엔터프라이즈","2002"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B030"", ""menuModel"": ""C001"", ""menuPrye"": ""2001"", ""searchStr"": """"}","국산","기아","엔터프라이즈","엔터프라이즈","2001"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B030"", ""menuModel"": ""C001"", ""menuPrye"": ""2000"", ""searchStr"": """"}","국산","기아","엔터프라이즈","엔터프라이즈","2000"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C001"", ""menuPrye"": ""2009"", ""searchStr"": """"}","국산","기아","오피러스","뉴오피러스","2009"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C001"", ""menuPrye"": ""2008"", ""searchStr"": """"}","국산","기아","오피러스","뉴오피러스","2008"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C001"", ""menuPrye"": ""2007"", ""searchStr"": """"}","국산","기아","오피러스","뉴오피러스","2007"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C001"", ""menuPrye"": ""2006"", ""searchStr"": """"}","국산","기아","오피러스","뉴오피러스","2006"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C002"", ""menuPrye"": ""2006"", ""searchStr"": """"}","국산","기아","오피러스","오피러스","2006"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C002"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","오피러스","오피러스","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C002"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","오피러스","오피러스","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C002"", ""menuPrye"": ""2003"", ""searchStr"": """"}","국산","기아","오피러스","오피러스","2003"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C003"", ""menuPrye"": ""2012"", ""searchStr"": """"}","국산","기아","오피러스","오피러스프리미엄","2012"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C003"", ""menuPrye"": ""2011"", ""searchStr"": """"}","국산","기아","오피러스","오피러스프리미엄","2011"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C003"", ""menuPrye"": ""2010"", ""searchStr"": """"}","국산","기아","오피러스","오피러스프리미엄","2010"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B020"", ""menuModel"": ""C003"", ""menuPrye"": ""2009"", ""searchStr"": """"}","국산","기아","오피러스","오피러스프리미엄","2009"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C001"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","옵티마","뉴옵티마","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C001"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","옵티마","뉴옵티마","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C002"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","옵티마","옵티마","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C002"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","옵티마","옵티마","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C002"", ""menuPrye"": ""2003"", ""searchStr"": """"}","국산","기아","옵티마","옵티마","2003"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C002"", ""menuPrye"": ""2002"", ""searchStr"": """"}","국산","기아","옵티마","옵티마","2002"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C002"", ""menuPrye"": ""2001"", ""searchStr"": """"}","국산","기아","옵티마","옵티마","2001"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C002"", ""menuPrye"": ""2000"", ""searchStr"": """"}","국산","기아","옵티마","옵티마","2000"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C003"", ""menuPrye"": ""2005"", ""searchStr"": """"}","국산","기아","옵티마","옵티마리갈","2005"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C003"", ""menuPrye"": ""2004"", ""searchStr"": """"}","국산","기아","옵티마","옵티마리갈","2004"
"{""machineCode"": ""1"", ""menuType"": ""carlist"", ""menuNation"": ""1"", ""menuEntrps"": ""A001"", ""menuReprsnt"": ""B021"", ""menuModel"": ""C003"", ""menuPrye"": ""2003"", ""searchStr"": """"}","국산","기아","옵티마","옵티마리갈","2003"
